source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:CC,GO:0034364,high-density lipoprotein particle,2.9840459566852535e-05,True,"""A lipoprotein particle with a high density (typically 1.063-1.21 g/ml) and a diameter of 5-10 nm that contains APOAs and may contain APOCs and APOE; found in blood and carries lipids from body tissues to the liver as part of the reverse cholesterol transport process."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:pde, GOC:rl]",4,71,3,12235,0.04225352112676056,0.75,query_1,['GO:0034358'],"['ENSDARG00000092170', 'ENSDARG00000092155', 'ENSDARG00000030872']","[['IBA'], ['IBA', 'IEA'], ['IEA']]"
GO:MF,GO:0016491,oxidoreductase activity,3.222528184060255e-05,True,"""Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."" [EC:1.-.-.-]",753,129,18,21077,0.13953488372093023,0.02390438247011952,query_1,['GO:0003824'],"['ENSDARG00000040190', 'ENSDARG00000010312', 'ENSDARG00000043342', 'ENSDARG00000055240', 'ENSDARG00000104593', 'ENSDARG00000091503', 'ENSDARG00000034048', 'ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000018459', 'ENSDARG00000069100', 'ENSDARG00000019532', 'ENSDARG00000021172', 'ENSDARG00000068876', 'ENSDARG00000071429', 'ENSDARG00000012535', 'ENSDARG00000101861', 'ENSDARG00000101423']","[['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:CC,GO:0032994,protein-lipid complex,3.7145087002206415e-05,True,"""A macromolecular complex containing separate protein and lipid molecules. Separate in this context means not covalently bound to each other."" [GOC:mah]",5,71,3,12235,0.04225352112676056,0.6,query_1,['GO:0032991'],"['ENSDARG00000092170', 'ENSDARG00000092155', 'ENSDARG00000030872']","[['IBA'], ['IBA', 'IEA'], ['IEA']]"
GO:CC,GO:0034358,plasma lipoprotein particle,3.7145087002206415e-05,True,"""A spherical particle with a hydrophobic core of triglycerides and/or cholesterol esters, surrounded by an amphipathic monolayer of phospholipids, cholesterol and apolipoproteins. Plasma lipoprotein particles transport lipids, which are non-covalently associated with the particles, in the blood or lymph."" [GOC:BHF, GOC:expert_pt, GOC:rl]",5,71,3,12235,0.04225352112676056,0.6,query_1,"['GO:0005615', 'GO:1990777']","['ENSDARG00000092170', 'ENSDARG00000092155', 'ENSDARG00000030872']","[['IBA'], ['IBA', 'IEA'], ['IEA']]"
GO:CC,GO:1990777,lipoprotein particle,3.7145087002206415e-05,True,"""A spherical particle containing non-covalently associated proteins and lipids. Examples are plasma lipoprotein particles which transport lipids in the blood or lymph."" [GOC:vesicles]",5,71,3,12235,0.04225352112676056,0.6,query_1,['GO:0032994'],"['ENSDARG00000092170', 'ENSDARG00000092155', 'ENSDARG00000030872']","[['IBA'], ['IBA', 'IEA'], ['IEA']]"
GO:MF,GO:0030234,enzyme regulator activity,0.00018601250284851342,True,"""A molecular function regulator that modulates a catalytic activity."" [GOC:pdt]",692,129,16,21077,0.12403100775193798,0.023121387283236993,query_1,['GO:0098772'],"['ENSDARG00000061383', 'ENSDARG00000092170', 'ENSDARG00000043719', 'ENSDARG00000012694', 'ENSDARG00000058053', 'ENSDARG00000045516', 'ENSDARG00000053973', 'ENSDARG00000041685', 'ENSDARG00000026764', 'ENSDARG00000093068', 'ENSDARG00000089361', 'ENSDARG00000092155', 'ENSDARG00000016412', 'ENSDARG00000001818', 'ENSDARG00000021004', 'ENSDARG00000052207']","[['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0046872,metal ion binding,0.0006764988595330528,True,"""Binding to a metal ion."" [GOC:ai]",2799,129,35,21077,0.2713178294573643,0.012504465880671669,query_1,['GO:0043169'],"['ENSDARG00000010312', 'ENSDARG00000053254', 'ENSDARG00000104450', 'ENSDARG00000068586', 'ENSDARG00000055240', 'ENSDARG00000034862', 'ENSDARG00000104593', 'ENSDARG00000100782', 'ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000057498', 'ENSDARG00000099509', 'ENSDARG00000033738', 'ENSDARG00000007988', 'ENSDARG00000002986', 'ENSDARG00000013056', 'ENSDARG00000016771', 'ENSDARG00000098952', 'ENSDARG00000009153', 'ENSDARG00000021172', 'ENSDARG00000042010', 'ENSDARG00000104329', 'ENSDARG00000071429', 'ENSDARG00000097285', 'ENSDARG00000079980', 'ENSDARG00000042293', 'ENSDARG00000008553', 'ENSDARG00000055705', 'ENSDARG00000038716', 'ENSDARG00000039116', 'ENSDARG00000103589', 'ENSDARG00000012535', 'ENSDARG00000101861', 'ENSDARG00000113971', 'ENSDARG00000101423']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0043169,cation binding,0.0008309210994412779,True,"""Binding to a cation, a charged atom or group of atoms with a net positive charge."" [GOC:jl]",2840,129,35,21077,0.2713178294573643,0.01232394366197183,query_1,['GO:0043167'],"['ENSDARG00000010312', 'ENSDARG00000053254', 'ENSDARG00000104450', 'ENSDARG00000068586', 'ENSDARG00000055240', 'ENSDARG00000034862', 'ENSDARG00000104593', 'ENSDARG00000100782', 'ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000057498', 'ENSDARG00000099509', 'ENSDARG00000033738', 'ENSDARG00000007988', 'ENSDARG00000002986', 'ENSDARG00000013056', 'ENSDARG00000016771', 'ENSDARG00000098952', 'ENSDARG00000009153', 'ENSDARG00000021172', 'ENSDARG00000042010', 'ENSDARG00000104329', 'ENSDARG00000071429', 'ENSDARG00000097285', 'ENSDARG00000079980', 'ENSDARG00000042293', 'ENSDARG00000008553', 'ENSDARG00000055705', 'ENSDARG00000038716', 'ENSDARG00000039116', 'ENSDARG00000103589', 'ENSDARG00000012535', 'ENSDARG00000101861', 'ENSDARG00000113971', 'ENSDARG00000101423']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",0.002187412636444338,True,"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced flavin or flavoprotein and one other donor, and one atom of oxygen is incorporated into one donor."" [EC:1.14.14.-]",38,129,4,21077,0.031007751937984496,0.10526315789473684,query_1,"['GO:0004497', 'GO:0016705']","['ENSDARG00000104593', 'ENSDARG00000021172', 'ENSDARG00000101861', 'ENSDARG00000101423']","[['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0098772,molecular function regulator activity,0.002505399917576131,True,"""A molecular function regulator regulates the activity of its target via non-covalent binding that does not result in covalent modification to the target. Examples of molecular function regulators include regulatory subunits of multimeric enzymes and channels. Mechanisms of regulation include allosteric changes in the target and competitive inhibition."" [GOC:dos, GOC:pt]",1182,129,19,21077,0.14728682170542637,0.016074450084602367,query_1,['GO:0003674'],"['ENSDARG00000061383', 'ENSDARG00000092170', 'ENSDARG00000043719', 'ENSDARG00000012694', 'ENSDARG00000058053', 'ENSDARG00000045516', 'ENSDARG00000102175', 'ENSDARG00000053973', 'ENSDARG00000041685', 'ENSDARG00000026764', 'ENSDARG00000093068', 'ENSDARG00000089361', 'ENSDARG00000092155', 'ENSDARG00000016412', 'ENSDARG00000040777', 'ENSDARG00000001818', 'ENSDARG00000021004', 'ENSDARG00000052207', 'ENSDARG00000076401']","[['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA']]"
GO:BP,GO:0006145,purine nucleobase catabolic process,0.002812754147080417,True,"""The chemical reactions and pathways resulting in the breakdown of purine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, which include adenine and guanine."" [GOC:go_curators]",2,85,2,14996,0.023529411764705882,1.0,query_1,"['GO:0006144', 'GO:0046113', 'GO:0072523']","['ENSDARG00000055240', 'ENSDARG00000002986']","[['IBA'], ['IEA']]"
GO:BP,GO:0007599,hemostasis,0.002812754147080417,True,"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]",68,85,5,14996,0.058823529411764705,0.07352941176470588,query_1,['GO:0050878'],"['ENSDARG00000061383', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000055705']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP']]"
GO:BP,GO:0034381,plasma lipoprotein particle clearance,0.002812754147080417,True,"""The process in which a lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:mah, GOC:tb]",2,85,2,14996,0.023529411764705882,1.0,query_1,"['GO:0032501', 'GO:0097006']","['ENSDARG00000092170', 'ENSDARG00000092155']","[['IBA'], ['IBA']]"
GO:BP,GO:0007596,blood coagulation,0.002812754147080417,True,"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [PMID:30700128]",68,85,5,14996,0.058823529411764705,0.07352941176470588,query_1,"['GO:0007599', 'GO:0042060', 'GO:0050817']","['ENSDARG00000061383', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000055705']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP']]"
GO:BP,GO:0042157,lipoprotein metabolic process,0.002812754147080417,True,"""The chemical reactions and pathways involving any conjugated, water-soluble protein in which the covalently attached nonprotein group consists of a lipid or lipids."" [ISBN:0198506732]",30,85,4,14996,0.047058823529411764,0.13333333333333333,query_1,['GO:0019538'],"['ENSDARG00000092170', 'ENSDARG00000102004', 'ENSDARG00000020866', 'ENSDARG00000092155']","[['IEA'], ['IEA'], ['IEA'], ['IMP', 'IBA']]"
GO:BP,GO:0046113,nucleobase catabolic process,0.002812754147080417,True,"""The chemical reactions and pathways resulting in the breakdown of a nucleobase, a nitrogenous base that is a constituent of a nucleic acid."" [GOC:ai]",2,85,2,14996,0.023529411764705882,1.0,query_1,"['GO:0009056', 'GO:0009112']","['ENSDARG00000055240', 'ENSDARG00000002986']","[['IBA'], ['IEA']]"
GO:BP,GO:0050878,regulation of body fluid levels,0.002882956339912237,True,"""Any process that modulates the levels of body fluids."" [GOC:ai, GOC:dph, GOC:tb]",72,85,5,14996,0.058823529411764705,0.06944444444444445,query_1,['GO:0065008'],"['ENSDARG00000061383', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000055705']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP']]"
GO:BP,GO:0050817,coagulation,0.002882956339912237,True,"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]",71,85,5,14996,0.058823529411764705,0.07042253521126761,query_1,['GO:0032501'],"['ENSDARG00000061383', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000055705']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP']]"
GO:BP,GO:0042060,wound healing,0.002882956339912237,True,"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]",73,85,5,14996,0.058823529411764705,0.0684931506849315,query_1,['GO:0009611'],"['ENSDARG00000061383', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000055705']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP']]"
GO:CC,GO:0034361,very-low-density lipoprotein particle,0.002965888309760409,True,"""A triglyceride-rich lipoprotein particle that is typically composed of APOB100, APOE and APOCs and has a density of about 1.006 g/ml and a diameter of between 20-80 nm. It is found in blood and transports endogenous products (newly synthesized cholesterol and triglycerides) from the liver."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]",4,71,2,12235,0.028169014084507043,0.5,query_1,['GO:0034385'],"['ENSDARG00000092170', 'ENSDARG00000092155']","[['IBA'], ['IBA', 'IEA']]"
GO:CC,GO:0034385,triglyceride-rich plasma lipoprotein particle,0.002965888309760409,True,"""A plasma lipoprotein particle that has a hydrophobic core enriched in triglycerides surrounded by an amphipathic monolayer of phospholipids, cholesterol and apolipoproteins. Triglyceride-rich lipoprotein particles transport lipids, which are non-covalently associated with the particles, in the blood."" [GOC:BHF, GOC:mah, GOC:rl]",4,71,2,12235,0.028169014084507043,0.5,query_1,['GO:0034358'],"['ENSDARG00000092170', 'ENSDARG00000092155']","[['IBA'], ['IBA', 'IEA']]"
GO:MF,GO:0004252,serine-type endopeptidase activity,0.002976084742278227,True,"""Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."" [GOC:mah, https://www.ebi.ac.uk/merops/about/glossary.shtml#CATTYPE]",245,129,8,21077,0.06201550387596899,0.0326530612244898,query_1,"['GO:0004175', 'GO:0008236']","['ENSDARG00000103308', 'ENSDARG00000099425', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000007988', 'ENSDARG00000023111', 'ENSDARG00000019772']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0006950,response to stress,0.003123835788559467,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",648,85,13,14996,0.15294117647058825,0.020061728395061727,query_1,['GO:0050896'],"['ENSDARG00000061383', 'ENSDARG00000114317', 'ENSDARG00000043342', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000102175', 'ENSDARG00000018459', 'ENSDARG00000075632', 'ENSDARG00000016771', 'ENSDARG00000055705', 'ENSDARG00000012535', 'ENSDARG00000052207']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IBA'], ['IMP'], ['IEA'], ['IDA']]"
GO:MF,GO:0008236,serine-type peptidase activity,0.0041286096141173265,True,"""Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."" [https://www.ebi.ac.uk/merops/about/glossary.shtml#CATTYPE]",265,129,8,21077,0.06201550387596899,0.03018867924528302,query_1,"['GO:0008233', 'GO:0017171']","['ENSDARG00000103308', 'ENSDARG00000099425', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000007988', 'ENSDARG00000023111', 'ENSDARG00000019772']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0004867,serine-type endopeptidase inhibitor activity,0.0041286096141173265,True,"""Binds to and stops, prevents or reduces the activity of a serine-type endopeptidase."" [GOC:ai]",89,129,5,21077,0.03875968992248062,0.056179775280898875,query_1,['GO:0004866'],"['ENSDARG00000061383', 'ENSDARG00000058053', 'ENSDARG00000045516', 'ENSDARG00000089361', 'ENSDARG00000016412']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0017171,serine hydrolase activity,0.0041286096141173265,True,"""Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."" [Wikipedia:Serine_hydrolase]",265,129,8,21077,0.06201550387596899,0.03018867924528302,query_1,['GO:0016787'],"['ENSDARG00000103308', 'ENSDARG00000099425', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000007988', 'ENSDARG00000023111', 'ENSDARG00000019772']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0009611,response to wounding,0.004258056646189591,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]",82,85,5,14996,0.058823529411764705,0.06097560975609756,query_1,['GO:0006950'],"['ENSDARG00000061383', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000055705']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP']]"
